Date_wise,Flight_No,Airlines_Name,Departure_City_Code,Departure_City,Departure_Airport,Departure_Date,Departure_time_scheduled,Departure_time_estimated,Departure_terminal,Arrival_City_Code,Arrival_City,Arrival_Airport,Arrival_Date,Arrival_time_scheduled,Arrivial_time_estimated,Arrival_terminal,Flight_Status,Flight_Time_status,Flight_delay_by_time,Flight_time,Flight_distance,Aircraft_equipment_code,Aircraft_equipment_description
21-06-2022,6E 6892,IndiGo,MAA,Chennai,Chennai Airport,21-06-2022,11:20 IST,11:15 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:10 IST,12:08 IST,1,Arrived,On time,,53m,166 mi,32N,Airbus A320neo
21-06-2022,SG 4004,SpiceJet,SAG,Shirdi,Shirdi Airport,21-06-2022,08:35 IST,08:20 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,10:45 IST,10:12 IST,,Arrived,On time,,1h 52m,500 mi,DH4,De Havilland (Bombardier) DHC-8-400 Dash 8Q
21-06-2022,SG 494,SpiceJet,DBR,Darbhanga,Darbhanga Airport,21-06-2022,09:30 IST,09:40 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:20 IST,12:20 IST,,Arrived,On time,,2h 40m,1043 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
21-06-2022,SG 3326,SpiceJet,GWL,Gwalior,Gwalior Airport,21-06-2022,09:30 IST,09:10 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:40 IST,12:55 IST,,Arrived,Delayed,15m,3h 45m,905 mi,DH8,De Havilland (Bombardier) DHC-8 Dash 8
21-06-2022,I5 1529,AirAsia India,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,09:35 IST,09:32 IST,3,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:25 IST,12:18 IST,,Arrived,On time,,2h 46m,1062 mi,320,Airbus A320
21-06-2022,AI 506,Air India,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,09:45 IST,10:01 IST,3,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:30 IST,12:33 IST,,Arrived,On time,,2h 32m,1062 mi,32N,Airbus A320neo
21-06-2022,6E 6675,IndiGo,COK,Kochi,Cochin International Airport,21-06-2022,11:30 IST,11:31 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:30 IST,12:42 IST,1,Arrived,On time,,1h 11m,229 mi,32N,Airbus A320neo
21-06-2022,6E 445,IndiGo,IXB,Bagdogra,Bagdogra Airport,21-06-2022,09:50 IST,09:53 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:40 IST,12:39 IST,1,Arrived,On time,,2h 46m,1158 mi,32Q,Airbus A321neo
21-06-2022,6E 7233,IndiGo,HBX,Hubli,Hubli Airport,21-06-2022,11:10 IST,11:16 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:40 IST,12:50 IST,1,Arrived,On time,,1h 34m,230 mi,AT7,ATR 72
21-06-2022,SG 328,SpiceJet,IXB,Bagdogra,Bagdogra Airport,21-06-2022,09:40 IST,09:30 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,12:55 IST,12:30 IST,,Arrived,On time,,3h,1158 mi,7M8,Boeing 737MAX 8 Passenger
21-06-2022,I5 1453,AirAsia India,VTZ,Vishakhapatnam,Vishakhapatnam Airport,21-06-2022,11:15 IST,10:57 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,13:00 IST,12:26 IST,,Arrived,On time,,1h 29m,482 mi,320,Airbus A320
21-06-2022,6E 172,IndiGo,IXE,Mangalore,Mangalore Airport,21-06-2022,12:00 IST,12:03 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,13:00 IST,13:02 IST,1,Arrived,On time,,59m,190 mi,32N,Airbus A320neo
21-06-2022,6E 827,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,21-06-2022,12:00 IST,11:49 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,13:10 IST,13:04 IST,1,Arrived,On time,,1h 15m,283 mi,32N,Airbus A320neo
21-06-2022,6E 5382,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,11:50 IST,11:42 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,13:20 IST,13:36 IST,1,Arrived,Delayed,16m,1h 54m,518 mi,32Q,Airbus A321neo
21-06-2022,6E 6027,IndiGo,CCJ,Kozhikode,Calicut International Airport,21-06-2022,12:30 IST,12:20 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,13:30 IST,13:21 IST,1,Arrived,On time,,1h 1m,186 mi,32N,Airbus A320neo
21-06-2022,O2G 132,Star Air,JGA,Jamnagar,Govardhanpur Airport,21-06-2022,11:20 IST,19:17 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,13:40 IST,21:19 IST,,Arrived,Delayed,7h 39m,2h 2m,816 mi,ER4,Embraer RJ145
21-06-2022,I5 972,AirAsia India,COK,Kochi,Cochin International Airport,21-06-2022,12:45 IST,12:33 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,13:50 IST,13:39 IST,,Arrived,On time,,1h 6m,229 mi,32A,Airbus A320 (sharklets)
21-06-2022,6E 6605,IndiGo,MAA,Chennai,Chennai Airport,21-06-2022,13:00 IST,12:54 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:00 IST,13:54 IST,1,Arrived,On time,,1h,166 mi,32N,Airbus A320neo
21-06-2022,WY 283,Oman Air,MCT,Muscat,Muscat International Airport,21-06-2022,08:55 +04,08:55 +04,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:05 IST,13:50 IST,,Arrived,On time,,3h 25m,1460 mi,7M8,Boeing 737MAX 8 Passenger
21-06-2022,6E 2188,IndiGo,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,11:30 IST,11:31 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:15 IST,14:23 IST,1,Arrived,On time,,2h 52m,1062 mi,,
21-06-2022,TK 4719,Turkish Airlines,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,11:30 IST,11:31 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:15 IST,14:23 IST,1,Arrived,On time,,2h 52m,1062 mi,32Q,Airbus A321neo
21-06-2022,I5 820,AirAsia India,IXR,Ranchi,Birsa Munda Airport,21-06-2022,11:55 IST,11:52 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:15 IST,14:14 IST,,Arrived,On time,,2h 22m,859 mi,320,Airbus A320
21-06-2022,6E 7223,IndiGo,IXM,Madurai,Madurai Airport,21-06-2022,12:55 IST,12:33 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:15 IST,13:47 IST,1,Arrived,On time,,1h 14m,234 mi,32N,Airbus A320neo
21-06-2022,6E 6162,IndiGo,PAT,Patna,Jay Prakash Narayan International Airport,21-06-2022,11:40 IST,11:45 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:20 IST,14:12 IST,1,Arrived,On time,,2h 27m,982 mi,32N,Airbus A320neo
21-06-2022,6E 498,IndiGo,JAI,Jaipur,Jaipur Airport,21-06-2022,12:05 IST,11:59 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:25 IST,14:27 IST,1,Arrived,On time,,2h 28m,949 mi,32A,Airbus A320 (sharklets)
21-06-2022,6E 6231,IndiGo,TRV,Thiruvananthapuram,Trivandrum International Airport,21-06-2022,13:20 IST,13:05 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:35 IST,14:17 IST,1,Arrived,On time,,1h 12m,331 mi,32A,Airbus A320 (sharklets)
21-06-2022,6E 347,IndiGo,IXE,Mangalore,Mangalore Airport,21-06-2022,13:40 IST,14:02 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:35 IST,15:04 IST,1,Arrived,Delayed,29m,1h 2m,190 mi,32Q,Airbus A321neo
21-06-2022,6E 455,IndiGo,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,21-06-2022,12:05 IST,11:57 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:40 IST,14:27 IST,1,Arrived,On time,,2h 30m,960 mi,32N,Airbus A320neo
21-06-2022,6E 1789,IndiGo,MLE,Male,Velana International Airport,21-06-2022,12:20 +05,12:20 +05,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:40 IST,14:49 IST,1,Arrived,On time,,1h 59m,685 mi,32N,Airbus A320neo
21-06-2022,6E 7072,IndiGo,VGA,Vijayawada,Vijayawada Airport,21-06-2022,12:55 IST,12:57 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:40 IST,14:42 IST,1,Arrived,On time,,1h 45m,309 mi,AT7,ATR 72
21-06-2022,I5 942,AirAsia India,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,13:05 IST,16:08 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:45 IST,18:04 IST,,Arrived,Delayed,3h 19m,1h 56m,518 mi,320,Airbus A320
21-06-2022,6E 7113,IndiGo,RJA,Rajahmundry,Rajahmundry Airport,21-06-2022,13:05 IST,13:00 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:45 IST,14:52 IST,1,Arrived,On time,,1h 52m,385 mi,AT7,ATR 72
21-06-2022,6E 6197,IndiGo,BBI,Bhubaneswar,Biju Patnaik International Airport,21-06-2022,12:40 IST,12:21 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:50 IST,14:27 IST,1,Arrived,On time,,2h 6m,724 mi,32N,Airbus A320neo
21-06-2022,SG 3999,SpiceJet,PNY,Puducherry,Puducherry Airport,21-06-2022,13:50 IST,14:10 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:50 IST,15:10 IST,,Arrived,Delayed,20m,1h,165 mi,DH4,De Havilland (Bombardier) DHC-8-400 Dash 8Q
21-06-2022,TRJ 626,TruJet,IXX,Bidar,Bidar Airport,21-06-2022,13:50 IST,13:50 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,14:55 IST,,,Scheduled,On time,,,,ATR,ATR 42 / ATR 72
21-06-2022,G8 3122,Go First,JAI,Jaipur,Jaipur Airport,21-06-2022,12:30 IST,12:07 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:00 IST,14:46 IST,,Arrived,On time,,2h 39m,949 mi,,
21-06-2022,W2 8792,FlexFlight,JAI,Jaipur,Jaipur Airport,21-06-2022,12:30 IST,12:07 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:00 IST,14:46 IST,,Arrived,On time,,2h 39m,949 mi,32N,Airbus A320neo
21-06-2022,6E 6476,IndiGo,KNU,Kanpur,Kanpur Airport,21-06-2022,12:40 IST,12:48 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:00 IST,15:01 IST,1,Arrived,On time,,2h 13m,929 mi,32N,Airbus A320neo
21-06-2022,G8 286,Go First,GOI,Goa,Dabolim Airport,21-06-2022,13:50 IST,13:59 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:05 IST,15:13 IST,,Arrived,On time,,1h 14m,300 mi,32N,Airbus A320neo
21-06-2022,I5 1983,AirAsia India,GAU,Guwahati,Lokpriya Gopinath Bordoloi International Airport,21-06-2022,12:15 IST,12:27 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:25 IST,15:28 IST,,Arrived,On time,,3h 1m,1267 mi,320,Airbus A320
21-06-2022,SG 694,SpiceJet,DBR,Darbhanga,Darbhanga Airport,21-06-2022,12:40 IST,13:16 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:25 IST,15:49 IST,,Arrived,Delayed,24m,2h 33m,1043 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
21-06-2022,6E 629,IndiGo,PNQ,Pune,Pune Airport,21-06-2022,13:50 IST,14:09 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:30 IST,15:33 IST,1,Arrived,On time,,1h 24m,449 mi,32N,Airbus A320neo
21-06-2022,I5 1543,AirAsia India,HYD,Hyderabad,Rajiv Gandhi International Airport,21-06-2022,14:20 IST,14:09 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:30 IST,15:09 IST,,Arrived,On time,,1h,283 mi,32N,Airbus A320neo
21-06-2022,6E 5186,IndiGo,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,13:00 IST,13:03 IST,3,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:35 IST,15:43 IST,1,Arrived,On time,,2h 40m,1062 mi,32Q,Airbus A321neo
21-06-2022,6E 422,IndiGo,VTZ,Vishakhapatnam,Vishakhapatnam Airport,21-06-2022,14:35 IST,14:42 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:50 IST,16:05 IST,1,Arrived,Delayed,15m,1h 23m,482 mi,32Q,Airbus A321neo
21-06-2022,6E 381,IndiGo,GOI,Goa,Dabolim Airport,21-06-2022,14:40 IST,15:52 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:50 IST,17:03 IST,1,Arrived,Delayed,1h 13m,1h 11m,300 mi,32N,Airbus A320neo
21-06-2022,CD 510,Alliance Air,GBI,Gulbarga,Kalaburagi Airport,21-06-2022,14:30 IST,18:11 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:55 IST,19:32 IST,,Arrived,Delayed,3h 37m,1h 21m,288 mi,AT7,ATR 72
21-06-2022,UK 868,Vistara,GOI,Goa,Dabolim Airport,21-06-2022,14:40 IST,14:37 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:55 IST,15:56 IST,,Arrived,On time,,1h 19m,300 mi,32N,Airbus A320neo
21-06-2022,CD 506,Alliance Air,MYQ,Mysore,Mysore Airport,21-06-2022,14:55 IST,14:34 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,15:55 IST,15:10 IST,,Arrived,On time,,36m,98 mi,AT7,ATR 72
21-06-2022,6E 7168,IndiGo,CDP,Kadapa,Kadapa Airport,21-06-2022,15:10 IST,15:20 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:05 IST,16:01 IST,1,Arrived,On time,,41m,115 mi,AT7,ATR 72
21-06-2022,6E 219,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,14:40 IST,14:53 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:15 IST,16:27 IST,1,Arrived,On time,,1h 34m,518 mi,32Q,Airbus A321neo
21-06-2022,UK 756,Vistara,GAU,Guwahati,Lokpriya Gopinath Bordoloi International Airport,21-06-2022,13:05 IST,13:30 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:20 IST,16:36 IST,,Arrived,Delayed,16m,3h 6m,1267 mi,32N,Airbus A320neo
21-06-2022,G8 803,Go First,IXZ,Port Blair,Port Blair Airport,21-06-2022,13:45 IST,14:12 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:20 IST,16:34 IST,,Arrived,On time,,2h 22m,1019 mi,,
21-06-2022,W2 8705,FlexFlight,IXZ,Port Blair,Port Blair Airport,21-06-2022,13:45 IST,14:12 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:20 IST,16:34 IST,,Arrived,On time,,2h 22m,1019 mi,32N,Airbus A320neo
21-06-2022,6E 6033,IndiGo,UDR,Udaipur,Maharana Pratap Airport,21-06-2022,13:50 IST,13:38 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:20 IST,15:47 IST,1,Arrived,On time,,2h 9m,827 mi,32N,Airbus A320neo
21-06-2022,6E 7182,IndiGo,TCR,Tuticorin,Tuticorin Airport,21-06-2022,14:55 IST,15:23 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:20 IST,16:49 IST,1,Arrived,Delayed,29m,1h 26m,311 mi,AT7,ATR 72
21-06-2022,I5 1455,AirAsia India,GOI,Goa,Dabolim Airport,21-06-2022,15:15 IST,15:19 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:25 IST,16:22 IST,,Arrived,On time,,1h 3m,300 mi,320,Airbus A320
21-06-2022,RA 225,Nepal Airlines,KTM,Kathmandu,Tribhuvan International Airport,21-06-2022,13:45 +0545,15:25 +0545,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:30 IST,17:53 IST,,Arrived,Delayed,1h 23m,2h 43m,1117 mi,32A,Airbus A320 (sharklets)
21-06-2022,6E 356,IndiGo,SAG,Shirdi,Shirdi Airport,21-06-2022,14:55 IST,15:14 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:30 IST,16:45 IST,1,Arrived,Delayed,15m,1h 31m,500 mi,32N,Airbus A320neo
21-06-2022,6E 958,IndiGo,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,21-06-2022,14:00 IST,13:56 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:35 IST,16:16 IST,1,Arrived,On time,,2h 20m,960 mi,32N,Airbus A320neo
21-06-2022,6E 6508,IndiGo,RAJ,Rajkot,Civil Airport,21-06-2022,14:20 IST,14:04 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:35 IST,15:59 IST,1,Arrived,On time,,1h 55m,777 mi,32N,Airbus A320neo
21-06-2022,6E 6136,IndiGo,DED,Dehra Dun,Dehra Dun Airport,21-06-2022,13:50 IST,14:14 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:40 IST,16:56 IST,1,Arrived,Delayed,16m,2h 42m,1183 mi,32N,Airbus A320neo
21-06-2022,UK 819,Vistara,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,14:15 IST,14:20 IST,3,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:50 IST,17:00 IST,,Arrived,On time,,2h 40m,1062 mi,32Q,Airbus A321neo
21-06-2022,SG 538,SpiceJet,PNQ,Pune,Pune Airport,21-06-2022,15:15 IST,15:20 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:50 IST,17:20 IST,,Arrived,Delayed,30m,2h,449 mi,73H,Boeing 737-800 (winglets) Passenger/BBJ2
21-06-2022,6E 6039,IndiGo,CNN,Kannur,Kannur International Airport,21-06-2022,15:50 IST,15:59 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:50 IST,16:51 IST,1,Arrived,On time,,52m,170 mi,32Q,Airbus A321neo
21-06-2022,6E 152,IndiGo,IXZ,Port Blair,Port Blair Airport,21-06-2022,14:25 IST,15:02 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,16:55 IST,17:16 IST,1,Arrived,Delayed,21m,2h 14m,1019 mi,32N,Airbus A320neo
21-06-2022,6E 6882,IndiGo,IXC,Chandigarh,Chandigarh Airport,21-06-2022,13:55 IST,14:03 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:05 IST,17:06 IST,1,Arrived,On time,,3h 3m,1209 mi,32Q,Airbus A321neo
21-06-2022,G8 44,Go First,MLE,Male,Velana International Airport,21-06-2022,14:30 +05,14:25 +05,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:05 IST,16:54 IST,,Arrived,On time,,1h 59m,685 mi,,
21-06-2022,W2 8837,FlexFlight,MLE,Male,Velana International Airport,21-06-2022,14:30 +05,14:25 +05,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:05 IST,16:54 IST,,Arrived,On time,,1h 59m,685 mi,32N,Airbus A320neo
21-06-2022,G8 404,Go First,VNS,Varanasi,Lal Bahadur Shastri International Airport,21-06-2022,14:50 IST,18:40 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:10 IST,21:00 IST,,Arrived,Delayed,3h 50m,2h 20m,910 mi,,
21-06-2022,W2 9040,FlexFlight,VNS,Varanasi,Lal Bahadur Shastri International Airport,21-06-2022,14:50 IST,18:40 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:10 IST,21:00 IST,,Arrived,Delayed,3h 50m,2h 20m,910 mi,32N,Airbus A320neo
21-06-2022,6E 758,IndiGo,AMD,Ahmedabad,Ahmedabad Airport,21-06-2022,15:00 IST,14:54 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:15 IST,17:12 IST,1,Arrived,On time,,2h 18m,759 mi,32A,Airbus A320 (sharklets)
21-06-2022,O2G 118,Star Air,GBI,Gulbarga,Kalaburagi Airport,21-06-2022,16:10 IST,16:47 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:15 IST,17:38 IST,,Arrived,Delayed,23m,51m,288 mi,ER4,Embraer RJ145
21-06-2022,6E 6302,IndiGo,MAA,Chennai,Chennai Airport,21-06-2022,16:20 IST,16:55 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:15 IST,17:54 IST,1,Arrived,Delayed,39m,59m,166 mi,32N,Airbus A320neo
21-06-2022,6E 6134,IndiGo,RDP,Andal,Kazi Nazrul Islam Airport,21-06-2022,14:45 IST,14:57 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:20 IST,17:23 IST,1,Arrived,On time,,2h 26m,953 mi,32N,Airbus A320neo
21-06-2022,6E 6402,IndiGo,IDR,Indore,Devi Ahilya Bai Holkar Airport,21-06-2022,15:25 IST,15:31 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:20 IST,17:21 IST,1,Arrived,On time,,1h 50m,670 mi,32N,Airbus A320neo
21-06-2022,G8 383,Go First,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,15:40 IST,15:33 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:25 IST,17:33 IST,,Arrived,On time,,2h,518 mi,,
21-06-2022,W2 9024,FlexFlight,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,15:40 IST,15:33 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:25 IST,17:33 IST,,Arrived,On time,,2h,518 mi,32N,Airbus A320neo
21-06-2022,6E 532,IndiGo,CJB,Coimbatore,Coimbatore International Airport,21-06-2022,16:30 IST,16:24 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:25 IST,17:18 IST,1,Arrived,On time,,54m,157 mi,32N,Airbus A320neo
21-06-2022,I5 1568,AirAsia India,IXR,Ranchi,Birsa Munda Airport,21-06-2022,15:00 IST,15:17 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:30 IST,17:28 IST,,Arrived,On time,,2h 11m,859 mi,32N,Airbus A320neo
21-06-2022,6E 7258,IndiGo,TIR,Tirupati,Tirupati Airport,21-06-2022,16:40 IST,16:28 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:35 IST,17:25 IST,1,Arrived,On time,,57m,127 mi,AT7,ATR 72
21-06-2022,G8 806,Go First,LKO,Lucknow,Chaudhary Charan Singh International Airport,21-06-2022,15:10 IST,15:10 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:40 IST,17:34 IST,,Arrived,On time,,2h 24m,959 mi,32N,Airbus A320neo
21-06-2022,UK 853,Vistara,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,16:00 IST,16:09 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:45 IST,17:56 IST,,Arrived,On time,,1h 47m,518 mi,32N,Airbus A320neo
21-06-2022,6E 6319,IndiGo,HYD,Hyderabad,Rajiv Gandhi International Airport,21-06-2022,16:40 IST,16:34 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,17:55 IST,17:39 IST,1,Arrived,On time,,1h 5m,283 mi,32N,Airbus A320neo
21-06-2022,6E 5379,IndiGo,IXD,Allahabad,Allahabad Airport,21-06-2022,15:30 IST,15:40 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:00 IST,17:50 IST,1,Arrived,On time,,2h 10m,885 mi,32N,Airbus A320neo
21-06-2022,6E 6754,IndiGo,NAG,Nagpur,Dr. Babasaheb Ambedkar International Airport,21-06-2022,16:20 IST,17:19 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:00 IST,18:56 IST,1,Arrived,Delayed,56m,1h 37m,552 mi,32A,Airbus A320 (sharklets)
21-06-2022,I5 612,AirAsia India,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,21-06-2022,15:30 IST,15:31 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:10 IST,18:02 IST,,Arrived,On time,,2h 31m,960 mi,320,Airbus A320
21-06-2022,UK 658,Vistara,IXC,Chandigarh,Chandigarh Airport,21-06-2022,15:10 IST,15:13 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:15 IST,18:31 IST,,Arrived,Delayed,16m,3h 18m,1209 mi,32N,Airbus A320neo
21-06-2022,6E 781,IndiGo,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,15:20 IST,15:20 IST,1,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:15 IST,18:06 IST,1,Arrived,On time,,2h 46m,1062 mi,32Q,Airbus A321neo
21-06-2022,UK 523,Vistara,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,16:30 IST,16:59 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:15 IST,18:47 IST,,Arrived,Delayed,32m,1h 48m,518 mi,32N,Airbus A320neo
21-06-2022,AI 607,Air India,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,16:40 IST,16:57 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:20 IST,18:15 IST,,Arrived,On time,,1h 18m,518 mi,321,Airbus A321
21-06-2022,6E 7286,IndiGo,IXG,Belgaum,Belgaum Airport,21-06-2022,16:50 IST,17:11 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:25 IST,18:33 IST,1,Arrived,On time,,1h 22m,277 mi,AT7,ATR 72
21-06-2022,6E 7224,IndiGo,VGA,Vijayawada,Vijayawada Airport,21-06-2022,16:50 IST,,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:30 IST,,1,Cancelled,blank,,,,AT7,ATR 72
21-06-2022,6E 435,IndiGo,LKO,Lucknow,Chaudhary Charan Singh International Airport,21-06-2022,16:20 IST,16:28 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:35 IST,18:51 IST,1,Arrived,Delayed,16m,2h 23m,959 mi,32N,Airbus A320neo
21-06-2022,UK 817,Vistara,DEL,Delhi,Indira Gandhi International Airport,21-06-2022,16:05 IST,16:05 IST,3,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:50 IST,18:55 IST,,Arrived,On time,,2h 50m,1062 mi,32Q,Airbus A321neo
21-06-2022,6E 6221,IndiGo,BOM,Mumbai,Chhatrapati Shivaji International Airport,21-06-2022,17:10 IST,17:51 IST,2,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,18:50 IST,19:28 IST,1,Arrived,Delayed,38m,1h 37m,518 mi,32N,Airbus A320neo
21-06-2022,6E 525,IndiGo,IXA,Agartala,Agartala Airport,21-06-2022,16:15 IST,16:19 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,19:00 IST,19:11 IST,1,Arrived,On time,,2h 52m,1153 mi,32N,Airbus A320neo
21-06-2022,I5 991,AirAsia India,CCU,Kolkata,Netaji Subhas Chandra Bose Airport,21-06-2022,16:40 IST,16:34 IST,,BLR,Bengaluru,Kempegowda International Airport,21-06-2022,19:05 IST,19:02 IST,,Arrived,On time,,2h 28m,960 mi,320,Airbus A320
